Date,Position,Track Name,Artist,Streams,Date,Region,Continent
2017-01-31,9,Bad and Boujee (feat. Lil Uzi Vert),Migos,2654562,2017-01-31,global,
2017-01-31,10,Closer,The Chainsmokers,2607363,2017-01-31,global,
2017-02-01,1,Shape of You,Ed Sheeran,7549041,2017-02-01,global,
2017-02-01,2,Paris,The Chainsmokers,4181293,2017-02-01,global,
2017-02-01,3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3838281,2017-02-01,global,
2017-02-01,4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3460006,2017-02-01,global,
2017-02-01,5,Castle on the Hill,Ed Sheeran,3456727,2017-02-01,global,
2017-02-01,6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3217226,2017-02-01,global,
2017-02-01,7,Starboy,The Weeknd,2851344,2017-02-01,global,
2017-02-01,8,Say You Won't Let Go,James Arthur,2791403,2017-02-01,global,
2017-02-01,9,Bad and Boujee (feat. Lil Uzi Vert),Migos,2690183,2017-02-01,global,
2017-02-01,10,Closer,The Chainsmokers,2632855,2017-02-01,global,
2017-02-02,1,Shape of You,Ed Sheeran,7602214,2017-02-02,global,
2017-02-02,2,Paris,The Chainsmokers,4165357,2017-02-02,global,
2017-02-02,3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3864527,2017-02-02,global,
2017-02-02,4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3582750,2017-02-02,global,
2017-02-02,5,Castle on the Hill,Ed Sheeran,3440258,2017-02-02,global,
2017-02-02,6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3212664,2017-02-02,global,
2017-02-02,7,Starboy,The Weeknd,2828442,2017-02-02,global,
2017-02-02,8,Say You Won't Let Go,James Arthur,2783998,2017-02-02,global,
2017-02-02,9,Bad and Boujee (feat. Lil Uzi Vert),Migos,2658222,2017-02-02,global,
2017-02-02,10,Closer,The Chainsmokers,2626955,2017-02-02,global,
2017-02-03,1,Shape of You,Ed Sheeran,7881255,2017-02-03,global,
2017-02-03,2,Paris,The Chainsmokers,4285994,2017-02-03,global,
2017-02-03,3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4034520,2017-02-03,global,
2017-02-03,4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3897590,2017-02-03,global,
2017-02-03,5,Castle on the Hill,Ed Sheeran,3449821,2017-02-03,global,
2017-02-03,6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3425448,2017-02-03,global,
2017-02-03,7,Starboy,The Weeknd,2980843,2017-02-03,global,
2017-02-03,8,Say You Won't Let Go,James Arthur,2806319,2017-02-03,global,
2017-02-03,9,Bad and Boujee (feat. Lil Uzi Vert),Migos,2803957,2017-02-03,global,
2017-02-03,10,Closer,The Chainsmokers,2726869,2017-02-03,global,
2017-02-04,1,Shape of You,Ed Sheeran,7740851,2017-02-04,global,
2017-02-04,2,Paris,The Chainsmokers,4159115,2017-02-04,global,
2017-02-04,3,Despacito (Featuring Daddy Yankee),Luis Fonsi,3986228,2017-02-04,global,
2017-02-04,4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3928796,2017-02-04,global,
2017-02-04,5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3413630,2017-02-04,global,
2017-02-04,6,Castle on the Hill,Ed Sheeran,3323026,2017-02-04,global,
2017-02-04,7,Starboy,The Weeknd,2873678,2017-02-04,global,
2017-02-04,8,Bad and Boujee (feat. Lil Uzi Vert),Migos,2756192,2017-02-04,global,
2017-02-04,9,Say You Won't Let Go,James Arthur,2724446,2017-02-04,global,
2017-02-04,10,Closer,The Chainsmokers,2687406,2017-02-04,global,
2017-02-05,1,Shape of You,Ed Sheeran,6968082,2017-02-05,global,
2017-02-05,2,Paris,The Chainsmokers,3731405,2017-02-05,global,
2017-02-05,3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3563966,2017-02-05,global,
2017-02-05,4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3482709,2017-02-05,global,
2017-02-05,5,Castle on the Hill,Ed Sheeran,2988338,2017-02-05,global,
2017-02-05,6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2907647,2017-02-05,global,
2017-02-05,7,Starboy,The Weeknd,2514285,2017-02-05,global,
2017-02-05,8,Say You Won't Let Go,James Arthur,2510478,2017-02-05,global,
2017-02-05,9,Bad and Boujee (feat. Lil Uzi Vert),Migos,2488064,2017-02-05,global,
2017-02-05,10,Closer,The Chainsmokers,2424160,2017-02-05,global,
2017-02-06,1,Shape of You,Ed Sheeran,7138916,2017-02-06,global,
2017-02-06,2,Paris,The Chainsmokers,3792585,2017-02-06,global,
2017-02-06,3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3634652,2017-02-06,global,
2017-02-06,4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3564587,2017-02-06,global,
2017-02-06,5,Castle on the Hill,Ed Sheeran,3101484,2017-02-06,global,
2017-02-06,6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2941776,2017-02-06,global,
2017-02-06,7,Say You Won't Let Go,James Arthur,2583495,2017-02-06,global,
2017-02-06,8,Scared to Be Lonely,Martin Garrix,2538031,2017-02-06,global,
2017-02-06,9,Starboy,The Weeknd,2495367,2017-02-06,global,
2017-02-06,10,Closer,The Chainsmokers,2392077,2017-02-06,global,
2017-02-07,1,Shape of You,Ed Sheeran,7458487,2017-02-07,global,
2017-02-07,2,Paris,The Chainsmokers,4009158,2017-02-07,global,
2017-02-07,3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3826728,2017-02-07,global,
2017-02-07,4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3767920,2017-02-07,global,
2017-02-07,5,Castle on the Hill,Ed Sheeran,3171754,2017-02-07,global,
2017-02-07,6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3084627,2017-02-07,global,
2017-02-07,7,Scared to Be Lonely,Martin Garrix,2770680,2017-02-07,global,
2017-02-07,8,Say You Won't Let Go,James Arthur,2704842,2017-02-07,global,
2017-02-07,9,Starboy,The Weeknd,2585830,2017-02-07,global,
2017-02-07,10,Closer,The Chainsmokers,2474521,2017-02-07,global,
2017-02-08,1,Shape of You,Ed Sheeran,7557934,2017-02-08,global,
2017-02-08,2,Paris,The Chainsmokers,4083784,2017-02-08,global,
2017-02-08,3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3911713,2017-02-08,global,
2017-02-08,4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3832930,2017-02-08,global,
2017-02-08,5,Castle on the Hill,Ed Sheeran,3198916,2017-02-08,global,
2017-02-08,6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3162643,2017-02-08,global,
2017-02-08,7,Scared to Be Lonely,Martin Garrix,2911920,2017-02-08,global,
2017-02-08,8,Say You Won't Let Go,James Arthur,2719236,2017-02-08,global,
2017-02-08,9,Starboy,The Weeknd,2623759,2017-02-08,global,
2017-02-08,10,I Feel It Coming,The Weeknd,2502836,2017-02-08,global,
2017-02-09,1,Shape of You,Ed Sheeran,7473863,2017-02-09,global,
2017-02-09,2,Paris,The Chainsmokers,4004291,2017-02-09,global,
2017-02-09,3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3939004,2017-02-09,global,
2017-02-09,4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3853485,2017-02-09,global,
2017-02-09,5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3122242,2017-02-09,global,
2017-02-09,6,Castle on the Hill,Ed Sheeran,3120108,2017-02-09,global,
2017-02-09,7,Scared to Be Lonely,Martin Garrix,2923570,2017-02-09,global,
2017-02-09,8,Say You Won't Let Go,James Arthur,2665616,2017-02-09,global,
2017-02-09,9,Starboy,The Weeknd,2624595,2017-02-09,global,
2017-02-09,10,I Feel It Coming,The Weeknd,2490989,2017-02-09,global,
2017-02-10,1,Shape of You,Ed Sheeran,7783927,2017-02-10,global,
2017-02-10,2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4277593,2017-02-10,global,
2017-02-10,3,Paris,The Chainsmokers,4134250,2017-02-10,global,
2017-02-10,4,Despacito (Featuring Daddy Yankee),Luis Fonsi,4025870,2017-02-10,global,
2017-02-10,5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3248713,2017-02-10,global,
2017-02-10,6,Castle on the Hill,Ed Sheeran,3127157,2017-02-10,global,
2017-02-10,7,Scared to Be Lonely,Martin Garrix,3040261,2017-02-10,global,
2017-02-10,8,Starboy,The Weeknd,2742079,2017-02-10,global,
2017-02-10,9,Say You Won't Let Go,James Arthur,2668426,2017-02-10,global,
2017-02-10,10,Chained To The Rhythm,Katy Perry,2653684,2017-02-10,global,
2017-02-11,1,Shape of You,Ed Sheeran,7714323,2017-02-11,global,
2017-02-11,2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4331920,2017-02-11,global,
2017-02-11,3,Despacito (Featuring Daddy Yankee),Luis Fonsi,4131487,2017-02-11,global,
2017-02-11,4,Paris,The Chainsmokers,4038157,2017-02-11,global,
2017-02-11,5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3127587,2017-02-11,global,
2017-02-11,6,Castle on the Hill,Ed Sheeran,3004201,2017-02-11,global,
2017-02-11,7,Scared to Be Lonely,Martin Garrix,2980031,2017-02-11,global,
2017-02-11,8,Starboy,The Weeknd,2740661,2017-02-11,global,
2017-02-11,9,Chained To The Rhythm,Katy Perry,2636983,2017-02-11,global,
2017-02-11,10,Say You Won't Let Go,James Arthur,2562028,2017-02-11,global,
2017-02-12,1,Shape of You,Ed Sheeran,6845116,2017-02-12,global,
2017-02-12,2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3965956,2017-02-12,global,
2017-02-12,3,Despacito (Featuring Daddy Yankee),Luis Fonsi,3557478,2017-02-12,global,
2017-02-12,4,Paris,The Chainsmokers,3540879,2017-02-12,global,
2017-02-12,5,Castle on the Hill,Ed Sheeran,2680324,2017-02-12,global,
2017-02-12,6,Scared to Be Lonely,Martin Garrix,2639096,2017-02-12,global,
2017-02-12,7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2625348,2017-02-12,global,
2017-02-12,8,Starboy,The Weeknd,2407665,2017-02-12,global,
2017-02-12,9,Say You Won't Let Go,James Arthur,2380432,2017-02-12,global,
2017-02-12,10,Chained To The Rhythm,Katy Perry,2349584,2017-02-12,global,
2017-02-13,1,Shape of You,Ed Sheeran,7344569,2017-02-13,global,
2017-02-13,2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4271266,2017-02-13,global,
2017-02-13,3,Paris,The Chainsmokers,3721861,2017-02-13,global,
2017-02-13,4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3588146,2017-02-13,global,
2017-02-13,5,Castle on the Hill,Ed Sheeran,2899315,2017-02-13,global,
2017-02-13,6,Scared to Be Lonely,Martin Garrix,2880899,2017-02-13,global,
2017-02-13,7,Chained To The Rhythm,Katy Perry,2815763,2017-02-13,global,
2017-02-13,8,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2710124,2017-02-13,global,
2017-02-13,9,Starboy,The Weeknd,2593043,2017-02-13,global,
2017-02-13,10,Say You Won't Let Go,James Arthur,2506736,2017-02-13,global,
2017-02-14,1,Shape of You,Ed Sheeran,7511927,2017-02-14,global,
2017-02-14,2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4375267,2017-02-14,global,
2017-02-14,3,Paris,The Chainsmokers,3796956,2017-02-14,global,
2017-02-14,4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3681350,2017-02-14,global,
2017-02-14,5,Scared to Be Lonely,Martin Garrix,2933201,2017-02-14,global,
2017-02-14,6,Castle on the Hill,Ed Sheeran,2855815,2017-02-14,global,
2017-02-14,7,Chained To The Rhythm,Katy Perry,2819230,2017-02-14,global,
2017-02-14,8,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2685890,2017-02-14,global,
2017-02-14,9,Say You Won't Let Go,James Arthur,2581465,2017-02-14,global,
2017-02-14,10,I Feel It Coming,The Weeknd,2520903,2017-02-14,global,
2017-02-15,1,Shape of You,Ed Sheeran,7558862,2017-02-15,global,
2017-02-15,2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4464989,2017-02-15,global,
2017-02-15,3,Paris,The Chainsmokers,3919374,2017-02-15,global,
2017-02-15,4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3663965,2017-02-15,global,
2017-02-15,5,Scared to Be Lonely,Martin Garrix,3102171,2017-02-15,global,
2017-02-15,6,Chained To The Rhythm,Katy Perry,2938688,2017-02-15,global,
2017-02-15,7,Castle on the Hill,Ed Sheeran,2914394,2017-02-15,global,
2017-02-15,8,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2736215,2017-02-15,global,
2017-02-15,9,Say You Won't Let Go,James Arthur,2562295,2017-02-15,global,
2017-02-15,10,I Feel It Coming,The Weeknd,2559341,2017-02-15,global,
2017-02-16,1,Shape of You,Ed Sheeran,7573141,2017-02-16,global,
2017-02-16,2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4484617,2017-02-16,global,
2017-02-16,3,Paris,The Chainsmokers,3938474,2017-02-16,global,
2017-02-16,4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3723591,2017-02-16,global,
2017-02-16,5,Scared to Be Lonely,Martin Garrix,3199324,2017-02-16,global,
2017-02-16,6,Chained To The Rhythm,Katy Perry,2996063,2017-02-16,global,
2017-02-16,7,Castle on the Hill,Ed Sheeran,2900769,2017-02-16,global,
2017-02-16,8,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2762042,2017-02-16,global,
2017-02-16,9,I Feel It Coming,The Weeknd,2591089,2017-02-16,global,
2017-02-16,10,Say You Won't Let Go,James Arthur,2545947,2017-02-16,global,
2017-02-17,1,Shape of You,Ed Sheeran,7985803,2017-02-17,global,
2017-02-17,2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4595854,2017-02-17,global,
2017-02-17,3,Paris,The Chainsmokers,4012895,2017-02-17,global,
2017-02-17,4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3926265,2017-02-17,global,
2017-02-17,5,It Ain't Me (with Selena Gomez),Kygo,3459225,2017-02-17,global,
2017-02-17,6,Scared to Be Lonely,Martin Garrix,3345486,2017-02-17,global,
2017-02-17,7,Chained To The Rhythm,Katy Perry,3028134,2017-02-17,global,
2017-02-17,8,Castle on the Hill,Ed Sheeran,3019523,2017-02-17,global,
2017-02-17,9,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2913708,2017-02-17,global,
2017-02-17,10,I Feel It Coming,The Weeknd,2748659,2017-02-17,global,
2017-02-18,1,Shape of You,Ed Sheeran,7855366,2017-02-18,global,
2017-02-18,2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4459314,2017-02-18,global,
2017-02-18,3,Despacito (Featuring Daddy Yankee),Luis Fonsi,3984724,2017-02-18,global,
2017-02-18,4,Paris,The Chainsmokers,3953587,2017-02-18,global,
2017-02-18,5,It Ain't Me (with Selena Gomez),Kygo,3530290,2017-02-18,global,
2017-02-18,6,Scared to Be Lonely,Martin Garrix,3290582,2017-02-18,global,
2017-02-18,7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2922572,2017-02-18,global,
2017-02-18,8,Castle on the Hill,Ed Sheeran,2900685,2017-02-18,global,
2017-02-18,9,Chained To The Rhythm,Katy Perry,2885121,2017-02-18,global,
2017-02-18,10,I Feel It Coming,The Weeknd,2677954,2017-02-18,global,
2017-02-19,1,Shape of You,Ed Sheeran,6879577,2017-02-19,global,
2017-02-19,2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3955354,2017-02-19,global,
2017-02-19,3,Paris,The Chainsmokers,3463700,2017-02-19,global,
2017-02-19,4,It Ain't Me (with Selena Gomez),Kygo,3442664,2017-02-19,global,
2017-02-19,5,Despacito (Featuring Daddy Yankee),Luis Fonsi,3433179,2017-02-19,global,
2017-02-19,6,Scared to Be Lonely,Martin Garrix,2852349,2017-02-19,global,
2017-02-19,7,Castle on the Hill,Ed Sheeran,2561055,2017-02-19,global,
2017-02-19,8,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2480618,2017-02-19,global,
2017-02-19,9,Chained To The Rhythm,Katy Perry,2470988,2017-02-19,global,
2017-02-19,10,I Feel It Coming,The Weeknd,2312423,2017-02-19,global,
2017-02-20,1,Shape of You,Ed Sheeran,7193281,2017-02-20,global,
2017-02-20,2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4164333,2017-02-20,global,
2017-02-20,3,It Ain't Me (with Selena Gomez),Kygo,3989854,2017-02-20,global,
2017-02-20,4,Paris,The Chainsmokers,3656689,2017-02-20,global,
2017-02-20,5,Despacito (Featuring Daddy Yankee),Luis Fonsi,3446415,2017-02-20,global,
2017-02-20,6,Scared to Be Lonely,Martin Garrix,3064610,2017-02-20,global,
2017-02-20,7,Castle on the Hill,Ed Sheeran,2714042,2017-02-20,global,
2017-02-20,8,Chained To The Rhythm,Katy Perry,2678906,2017-02-20,global,
2017-02-20,9,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2569428,2017-02-20,global,
2017-02-20,10,I Feel It Coming,The Weeknd,2434407,2017-02-20,global,
2017-02-21,1,Shape of You,Ed Sheeran,7266474,2017-02-21,global,
2017-02-21,2,It Ain't Me (with Selena Gomez),Kygo,4321207,2017-02-21,global,
2017-02-21,3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4213507,2017-02-21,global,
2017-02-21,4,Paris,The Chainsmokers,3731357,2017-02-21,global,
2017-02-21,5,Despacito (Featuring Daddy Yankee),Luis Fonsi,3515067,2017-02-21,global,
2017-02-21,6,Scared to Be Lonely,Martin Garrix,3194738,2017-02-21,global,
2017-02-21,7,Chained To The Rhythm,Katy Perry,2804540,2017-02-21,global,
2017-02-21,8,Castle on the Hill,Ed Sheeran,2729495,2017-02-21,global,
2017-02-21,9,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2612714,2017-02-21,global,
2017-02-21,10,I Feel It Coming,The Weeknd,2500123,2017-02-21,global,
2017-02-22,1,Shape of You,Ed Sheeran,7317633,2017-02-22,global,
2017-02-22,2,It Ain't Me (with Selena Gomez),Kygo,4475891,2017-02-22,global,
2017-02-22,3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4200056,2017-02-22,global,
2017-02-22,4,Paris,The Chainsmokers,3827218,2017-02-22,global,
2017-02-22,5,Despacito (Featuring Daddy Yankee),Luis Fonsi,3539998,2017-02-22,global,
2017-02-22,6,Scared to Be Lonely,Martin Garrix,3243329,2017-02-22,global,
2017-02-22,7,Chained To The Rhythm,Katy Perry,3025493,2017-02-22,global,
2017-02-22,8,Castle on the Hill,Ed Sheeran,2728150,2017-02-22,global,
2017-02-22,9,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2673093,2017-02-22,global,
2017-02-22,10,I Feel It Coming,The Weeknd,2573228,2017-02-22,global,
2017-02-23,1,Shape of You,Ed Sheeran,1575915,2017-02-23,us,NA
2017-02-23,2,Bad and Boujee (feat. Lil Uzi Vert),Migos,1189426,2017-02-23,us,NA
2017-02-23,3,iSpy (feat. Lil Yachty),KYLE,1177350,2017-02-23,us,NA
2017-02-23,4,It Ain't Me (with Selena Gomez),Kygo,1171943,2017-02-23,us,NA
2017-02-23,5,Something Just Like This,The Chainsmokers,1133356,2017-02-23,us,NA
2017-02-23,6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1045342,2017-02-23,us,NA
2017-02-23,7,Bounce Back,Big Sean,1025682,2017-02-23,us,NA
2017-02-23,8,Paris,The Chainsmokers,974353,2017-02-23,us,NA
2017-02-23,9,That's What I Like,Bruno Mars,902910,2017-02-23,us,NA
2017-02-23,10,Congratulations,Post Malone,879904,2017-02-23,us,NA
2017-02-24,1,Shape of You,Ed Sheeran,7758898,2017-02-24,global,
2017-02-24,2,Something Just Like This,The Chainsmokers,4752225,2017-02-24,global,
2017-02-24,3,It Ain't Me (with Selena Gomez),Kygo,4636834,2017-02-24,global,
2017-02-24,4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4271609,2017-02-24,global,
2017-02-24,5,Paris,The Chainsmokers,3993347,2017-02-24,global,
2017-02-24,6,Despacito (Featuring Daddy Yankee),Luis Fonsi,3864731,2017-02-24,global,
2017-02-24,7,Scared to Be Lonely,Martin Garrix,3389816,2017-02-24,global,
2017-02-24,8,Chained To The Rhythm,Katy Perry,3277634,2017-02-24,global,
2017-02-24,9,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2849307,2017-02-24,global,
2017-02-24,10,Castle on the Hill,Ed Sheeran,2794858,2017-02-24,global,
2017-02-25,1,Shape of You,Ed Sheeran,7632460,2017-02-25,global,
2017-02-25,2,Something Just Like This,The Chainsmokers,4460815,2017-02-25,global,
2017-02-25,3,It Ain't Me (with Selena Gomez),Kygo,4344325,2017-02-25,global,
2017-02-25,4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4069844,2017-02-25,global,
2017-02-25,5,Despacito (Featuring Daddy Yankee),Luis Fonsi,3905945,2017-02-25,global,
2017-02-25,6,Paris,The Chainsmokers,3847679,2017-02-25,global,
2017-02-25,7,Scared to Be Lonely,Martin Garrix,3262087,2017-02-25,global,
2017-02-25,8,Chained To The Rhythm,Katy Perry,3116996,2017-02-25,global,
2017-02-25,9,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2843989,2017-02-25,global,
2017-02-25,10,Castle on the Hill,Ed Sheeran,2663585,2017-02-25,global,
